# IPTV 频道列表 - Generated: 2026-09-23 16:07:33 UTC
# 频道总数: 432
# 央视频道,30
# 卫视频道,44
# 上海频道,9
# 云南频道,16
# 内蒙频道,7
# 北京频道,4
# 卫视频道,1
# 吉林频道,5
# 四川频道,18
# 天津频道,2
# 宁夏频道,2
# 安徽频道,18
# 山东频道,12
# 山西频道,2
# 广东频道,13
# 广西频道,3
# 新疆频道,8
# 江苏频道,8
# 江西频道,1
# 河北频道,13
# 河南频道,6
# 浙江频道,31
# 海南频道,1
# 湖北频道,2
# 湖南频道,20
# 甘肃频道,11
# 福建频道,16
# 贵州频道,1
# 辽宁频道,8
# 重庆频道,4
# 陕西频道,8
# 青海频道,1
# 黑龙江频道,3
# 港澳台频道,15
# 文旅频道,9
# 新闻频道,2
# 体育频道,3
# 影视频道,3
# 少儿动漫,3
# 纪录人文,1
# 音乐频道,3
# 生活购物,1
# 其他频道,64

央视频道,#genre#
辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
重庆频道,#genre#
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
陕西频道,#genre#
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
都市青春,http://112.46.105.20:8009/hls/19/index.m3u8
陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8
陕西洋县国宝朱鹮02,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8
陕西都市青春,http://112.46.105.20:8009/hls/19/index.m3u8
陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
青海频道,#genre#
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
黑龙江频道,#genre#
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
黑龙江新闻,https://ls.qingting.fm/live/4974/64k.m3u8
港澳台频道,#genre#
TVBS-Asia,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
Viutv,http://r.jdshipin.com/vSJvl
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
华视HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
寰宇新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
无线新闻,http://r.jdshipin.com/CkuBd
民视新闻HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
翡翠台,http://r.jdshipin.com/qrfbg
文旅频道,#genre#
乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
八里沟风景区天界山玻璃栈道,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
无线星河,http://r.jdshipin.com/Voac4
笑傲江湖,https://live.metshop.top/huya/23865142
鸣沙山,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
新闻频道,#genre#
中视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8
体育频道,#genre#
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
高尔夫网球,http://104.152.209.49:8181/720p/gefwq.m3u8
影视频道,#genre#
怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc
第一剧场,http://107.150.60.122/live/dyjc.m3u8
风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
少儿动漫,#genre#
中华小当家,https://live.ottiptv.cc/huya/11342413
海绵宝宝,https://live.metshop.top/douyu/3949681
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
纪录人文,#genre#
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
音乐频道,#genre#
音乐欣赏,http://61.221.215.25:8800/hls/49/index.m3u8
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy
生活购物,#genre#
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss
其他频道,#genre#
Beautiful Life TV,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
CETV-1,http://198.204.228.26/live/cetv1hd.m3u8
CETV-3,http://198.204.228.26/live/cetv3.m3u8
CTi News,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
Dali TV,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
DW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
ET Mall 60,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
Genius Go Go Go,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
Global News,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
JP1,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV15.m3u8
KPop,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
Momo 1,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
Momo 2,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
NU,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV10.m3u8
NU2,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV14.m3u8
Taiwan Plus TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
TVB News,http://r.jdshipin.com/CkuBd
七龙珠,https://live.metshop.top/huya/11601966
三国演义,https://live.ottiptv.cc/huya/11602081
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8
中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
乐游频道,http://8.138.7.223/tv/shtv.php?id=ly
亮剑,https://live.ottiptv.cc/huya/30080238
仙剑奇侠传,https://live.ottiptv.cc/yy/1382749903
优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8
使徒行者,https://live.metshop.top/huya/23734256
信大,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs
四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
天映经典,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=1919463
天龙八部,https://live.ottiptv.cc/huya/20985816
央视台球,http://107.150.60.122/live/ystq.m3u8
封神榜,https://live.ottiptv.cc/huya/29465849
射雕英雄传,https://live.metshop.top/huya/23824164
快乐垂钓,http://drive.mxmy.net:8888/udp/239.3.1.164:8001
文化精品,http://107.150.60.122/live/ysjp.m3u8
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
新白娘子传奇,https://live.ottiptv.cc/yy/1354490667
新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
望乡台,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
水浒传,http://173.208.234.146/live/vlshz.m3u8
狂飙,https://live.ottiptv.cc/yy/1355142167
猫和老鼠,https://live.ottiptv.cc/huya/11352879
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
生态环境,http://120.76.248.139/live/bfgd/4200000149.m3u8
电视指南,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dszn
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国精编直播,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
茶友频道,http://drive.mxmy.net:8888/udp/239.3.1.165:8001
西游记,http://173.208.234.146/live/vlxyj.m3u8
西游记续集,https://live.ottiptv.cc/douyu/3113309
象视界,http://1.94.31.214/php/hntv.php?id=xsj
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
闯关东,http://173.208.234.146/live/lbchuangguandong.m3u8
雪乡梦幻家园,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
黄果树六角亭瀑布,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
黄花城水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
黄花城水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
